date,home_team,away_team,home_team_continent,away_team_continent,home_team_score,away_team_score,tournament,neutral_location,shoot_out,home_team_result
4/18/1994,Tunisia,Saudi Arabia,Africa,Asia,2,0,Friendly,FALSE,No,Win
4/20/1994,Argentina,Morocco,South America,Africa,3,1,Friendly,FALSE,No,Win
4/20/1994,Austria,Scotland,Europe,Europe,1,2,Friendly,FALSE,No,Lose
4/20/1994,Denmark,Hungary,Europe,Europe,3,1,Friendly,FALSE,No,Win
4/20/1994,Iceland,Saudi Arabia,Europe,Asia,0,2,Friendly,TRUE,No,Lose
4/20/1994,Lithuania,Israel,Europe,Europe,1,1,Friendly,FALSE,No,Draw
4/20/1994,Netherlands,Republic of Ireland,Europe,Europe,0,1,Friendly,FALSE,No,Lose
4/20/1994,Northern Ireland,Liechtenstein,Europe,Europe,4,1,UEFA Euro qualification,FALSE,No,Win
4/20/1994,Norway,Portugal,Europe,Europe,0,0,Friendly,FALSE,No,Draw
4/20/1994,Romania,Bolivia,Europe,South America,3,0,Friendly,FALSE,No,Win
4/20/1994,Slovakia,Croatia,Europe,Europe,4,1,Friendly,FALSE,No,Win
4/20/1994,Switzerland,Czech Republic,Europe,Europe,3,0,Friendly,FALSE,No,Win
4/20/1994,Turkey,Russia,Europe,Europe,0,1,Friendly,FALSE,No,Lose
4/20/1994,Wales,Sweden,Europe,Europe,0,2,Friendly,FALSE,No,Lose
4/22/1994,Eswatini,Mozambique,Africa,Africa,0,1,Friendly,FALSE,No,Lose
4/24/1994,South Africa,Zimbabwe,Africa,Africa,1,0,Friendly,FALSE,No,Win
4/24/1994,USA,Iceland,North America,Europe,1,2,Friendly,FALSE,No,Lose
4/27/1994,Greece,Saudi Arabia,Europe,Asia,5,1,Friendly,FALSE,No,Win
4/27/1994,Slovenia,Cyprus,Europe,Europe,3,0,Friendly,FALSE,No,Win
4/27/1994,United Arab Emirates,Germany,Asia,Europe,0,2,Friendly,FALSE,No,Lose
4/28/1994,Kuwait,Bulgaria,Asia,Europe,2,2,Friendly,FALSE,No,Draw
4/30/1994,USA,Chile,North America,South America,0,2,Friendly,FALSE,No,Lose
5/1/1994,Korea Republic,Cameroon,Asia,Africa,2,2,Friendly,FALSE,No,Draw
5/3/1994,Colombia,Peru,South America,South America,1,0,Friendly,TRUE,No,Win
5/3/1994,El Salvador,Honduras,North America,North America,3,1,Friendly,TRUE,No,Win
5/3/1994,Korea Republic,Cameroon,Asia,Africa,2,1,Friendly,FALSE,No,Win
5/4/1994,Bolivia,Saudi Arabia,South America,Asia,1,0,Friendly,TRUE,No,Win
5/4/1994,Brazil,Iceland,South America,Europe,3,0,Friendly,FALSE,No,Win
5/4/1994,Poland,Hungary,Europe,Europe,3,2,Friendly,FALSE,No,Win
5/5/1994,Colombia,El Salvador,South America,North America,3,0,Friendly,TRUE,No,Win
5/5/1994,Honduras,Peru,North America,South America,2,1,Friendly,TRUE,No,Win
5/5/1994,Sweden,Nigeria,Europe,Africa,3,1,Friendly,FALSE,No,Win
5/7/1994,USA,Estonia,North America,Europe,4,0,Friendly,FALSE,No,Win
5/9/1994,Greece,Cameroon,Europe,Africa,0,3,Friendly,FALSE,No,Lose
5/11/1994,Bolivia,Cameroon,South America,Africa,1,1,Friendly,TRUE,No,Draw
5/13/1994,Greece,Bolivia,Europe,South America,0,0,Friendly,FALSE,No,Draw
5/14/1994,Nigeria,Suriname,Africa,South America,2,1,Friendly,TRUE,No,Win
5/17/1994,England,Greece,Europe,Europe,5,0,Friendly,FALSE,No,Win
5/17/1994,Poland,Austria,Europe,Europe,3,4,Friendly,FALSE,No,Lose
5/18/1994,Chile,Argentina,South America,South America,3,3,Friendly,FALSE,No,Draw
5/18/1994,Hungary,Croatia,Europe,Europe,2,2,Friendly,FALSE,No,Draw
5/19/1994,Iceland,Bolivia,Europe,South America,1,0,Friendly,FALSE,No,Win
5/22/1994,England,Norway,Europe,Europe,0,0,Friendly,FALSE,No,Draw
5/22/1994,Japan,Australia,Asia,Oceania,1,1,Kirin Cup,FALSE,No,Draw
5/23/1994,Estonia,Wales,Europe,Europe,1,2,Friendly,FALSE,No,Lose
5/23/1994,Fiji,Tahiti,Oceania,Oceania,2,2,Friendly,FALSE,No,Draw
5/24/1994,Republic of Ireland,Bolivia,Europe,South America,1,0,Friendly,FALSE,No,Win
5/25/1994,Chile,Peru,South America,South America,2,1,Friendly,FALSE,No,Win
5/25/1994,Czech Republic,Lithuania,Europe,Europe,5,3,Friendly,FALSE,No,Win
5/25/1994,Ecuador,Argentina,South America,South America,1,0,Friendly,FALSE,No,Win
5/25/1994,Fiji,Tahiti,Oceania,Oceania,2,0,Friendly,FALSE,No,Win
5/25/1994,Ukraine,Belarus,Europe,Europe,3,1,Friendly,FALSE,No,Win
5/25/1994,USA,Saudi Arabia,North America,Asia,0,0,Friendly,FALSE,No,Draw
5/26/1994,Australia,France,Oceania,Europe,0,1,Kirin Cup,TRUE,No,Lose
5/26/1994,Denmark,Sweden,Europe,Europe,1,0,Friendly,FALSE,No,Win
5/27/1994,Italy,Finland,Europe,Europe,2,0,Friendly,FALSE,No,Win
5/27/1994,Netherlands,Scotland,Europe,Europe,3,1,Friendly,FALSE,No,Win
5/27/1994,Switzerland,Liechtenstein,Europe,Europe,2,0,Friendly,FALSE,No,Win
5/28/1994,USA,Greece,North America,Europe,1,1,Friendly,FALSE,No,Draw
5/29/1994,Germany,Republic of Ireland,Europe,Europe,0,2,Friendly,FALSE,No,Lose
5/29/1994,Japan,France,Asia,Europe,1,4,Kirin Cup,FALSE,No,Lose
5/29/1994,Russia,Slovakia,Europe,Europe,2,1,Friendly,FALSE,No,Win
5/31/1994,Israel,Argentina,Europe,South America,0,3,Friendly,FALSE,No,Lose
6/1/1994,Canada,Morocco,North America,Africa,1,1,Friendly,FALSE,No,Draw
6/1/1994,North Macedonia,Estonia,Europe,Europe,2,0,Friendly,FALSE,No,Win
6/1/1994,Netherlands,Hungary,Europe,Europe,7,1,Friendly,FALSE,No,Win
6/1/1994,Norway,Denmark,Europe,Europe,2,1,Friendly,FALSE,No,Win
6/1/1994,Romania,Slovenia,Europe,Europe,0,0,Friendly,FALSE,No,Draw
6/2/1994,Austria,Germany,Europe,Europe,1,5,Friendly,FALSE,No,Lose
6/2/1994,Finland,Spain,Europe,Europe,1,2,Friendly,FALSE,No,Lose
6/2/1994,Latvia,Malta,Europe,Europe,2,0,Friendly,FALSE,No,Win
6/3/1994,Bulgaria,Ukraine,Europe,Europe,1,1,Friendly,FALSE,No,Draw
6/3/1994,Colombia,Northern Ireland,South America,Europe,2,0,Friendly,TRUE,No,Win
6/3/1994,Italy,Switzerland,Europe,Europe,1,0,Friendly,FALSE,No,Win
6/4/1994,Croatia,Argentina,Europe,South America,0,0,Friendly,FALSE,No,Draw
6/4/1994,Trinidad and Tobago,Saudi Arabia,South America,Asia,2,3,Friendly,TRUE,No,Lose
6/4/1994,USA,Mexico,North America,North America,1,0,Friendly,FALSE,No,Win
6/5/1994,Canada,Brazil,North America,South America,1,1,Friendly,FALSE,No,Draw
6/5/1994,Colombia,Greece,South America,Europe,2,0,Friendly,TRUE,No,Win
6/5/1994,Ecuador,Korea Republic,South America,Asia,2,1,Friendly,TRUE,No,Win
6/5/1994,Republic of Ireland,Czech Republic,Europe,Europe,1,3,Friendly,FALSE,No,Lose
6/5/1994,Côte d'Ivoire,Liberia,Africa,Africa,4,1,Friendly,FALSE,No,Win
6/5/1994,Sweden,Norway,Europe,Europe,2,0,Friendly,FALSE,No,Win
6/8/1994,Australia,South Africa,Oceania,Africa,1,0,Friendly,FALSE,No,Win
6/8/1994,Belgium,Hungary,Europe,Europe,3,1,Friendly,FALSE,No,Win
6/8/1994,Bolivia,Peru,South America,South America,0,0,Friendly,FALSE,No,Draw
6/8/1994,Canada,Germany,North America,Europe,0,2,Friendly,FALSE,No,Lose
6/8/1994,Honduras,Brazil,North America,South America,2,8,Friendly,TRUE,No,Lose
6/10/1994,Canada,Spain,North America,Europe,0,2,Friendly,FALSE,No,Lose
6/11/1994,Bolivia,Switzerland,South America,Europe,0,0,Friendly,TRUE,No,Draw
6/11/1994,Costa Rica,Italy,North America,Europe,0,1,Friendly,TRUE,No,Lose
6/11/1994,Honduras,Korea Republic,North America,Asia,0,3,Friendly,TRUE,No,Lose
6/11/1994,Mexico,Northern Ireland,North America,Europe,3,0,Friendly,TRUE,No,Win
6/11/1994,Nigeria,Georgia,Africa,Europe,5,1,Friendly,FALSE,No,Win
6/12/1994,Australia,South Africa,Oceania,Africa,1,0,Friendly,FALSE,No,Win
6/12/1994,Canada,Netherlands,North America,Europe,0,3,Friendly,FALSE,No,Lose
6/12/1994,El Salvador,Brazil,North America,South America,0,4,Friendly,TRUE,No,Lose
6/12/1994,Romania,Sweden,Europe,Europe,1,1,Friendly,TRUE,No,Draw
6/17/1994,Germany,Bolivia,Europe,South America,1,0,FIFA World Cup,TRUE,No,Win
6/17/1994,Spain,Korea Republic,Europe,Asia,2,2,FIFA World Cup,TRUE,No,Draw
6/18/1994,Colombia,Romania,South America,Europe,1,3,FIFA World Cup,TRUE,No,Lose
6/18/1994,Italy,Republic of Ireland,Europe,Europe,0,1,FIFA World Cup,TRUE,No,Lose
6/18/1994,USA,Switzerland,North America,Europe,1,1,FIFA World Cup,FALSE,No,Draw
6/19/1994,Belgium,Morocco,Europe,Africa,1,0,FIFA World Cup,TRUE,No,Win
6/19/1994,Cameroon,Sweden,Africa,Europe,2,2,FIFA World Cup,TRUE,No,Draw
6/19/1994,Norway,Mexico,Europe,North America,1,0,FIFA World Cup,TRUE,No,Win
6/20/1994,Brazil,Russia,South America,Europe,2,0,FIFA World Cup,TRUE,No,Win
6/20/1994,Netherlands,Saudi Arabia,Europe,Asia,2,1,FIFA World Cup,TRUE,No,Win
6/21/1994,Argentina,Greece,South America,Europe,4,0,FIFA World Cup,TRUE,No,Win
6/21/1994,Germany,Spain,Europe,Europe,1,1,FIFA World Cup,TRUE,No,Draw
6/21/1994,Nigeria,Bulgaria,Africa,Europe,3,0,FIFA World Cup,TRUE,No,Win
6/22/1994,Romania,Switzerland,Europe,Europe,1,4,FIFA World Cup,TRUE,No,Lose
6/22/1994,USA,Colombia,North America,South America,2,1,FIFA World Cup,FALSE,No,Win
6/23/1994,Italy,Norway,Europe,Europe,1,0,FIFA World Cup,TRUE,No,Win
6/23/1994,Korea Republic,Bolivia,Asia,South America,0,0,FIFA World Cup,TRUE,No,Draw
6/24/1994,Brazil,Cameroon,South America,Africa,3,0,FIFA World Cup,TRUE,No,Win
6/24/1994,Mexico,Republic of Ireland,North America,Europe,2,1,FIFA World Cup,TRUE,No,Win
6/24/1994,Sweden,Russia,Europe,Europe,3,1,FIFA World Cup,TRUE,No,Win
6/25/1994,Argentina,Nigeria,South America,Africa,2,1,FIFA World Cup,TRUE,No,Win
6/25/1994,Belgium,Netherlands,Europe,Europe,1,0,FIFA World Cup,TRUE,No,Win
6/25/1994,Saudi Arabia,Morocco,Asia,Africa,2,1,FIFA World Cup,TRUE,No,Win
6/26/1994,Bulgaria,Greece,Europe,Europe,4,0,FIFA World Cup,TRUE,No,Win
6/26/1994,Latvia,Georgia,Europe,Europe,1,3,Friendly,FALSE,No,Lose
6/26/1994,Switzerland,Colombia,Europe,South America,0,2,FIFA World Cup,TRUE,No,Lose
6/26/1994,USA,Romania,North America,Europe,0,1,FIFA World Cup,FALSE,No,Lose
6/27/1994,Bolivia,Spain,South America,Europe,1,3,FIFA World Cup,TRUE,No,Lose
6/27/1994,Germany,Korea Republic,Europe,Asia,3,2,FIFA World Cup,TRUE,No,Win
6/28/1994,Brazil,Sweden,South America,Europe,1,1,FIFA World Cup,TRUE,No,Draw
6/28/1994,Republic of Ireland,Norway,Europe,Europe,0,0,FIFA World Cup,TRUE,No,Draw
6/28/1994,Italy,Mexico,Europe,North America,1,1,FIFA World Cup,TRUE,No,Draw
6/28/1994,Russia,Cameroon,Europe,Africa,6,1,FIFA World Cup,TRUE,No,Win
6/29/1994,Belgium,Saudi Arabia,Europe,Asia,0,1,FIFA World Cup,TRUE,No,Lose
6/29/1994,Morocco,Netherlands,Africa,Europe,1,2,FIFA World Cup,TRUE,No,Lose
6/30/1994,Argentina,Bulgaria,South America,Europe,0,2,FIFA World Cup,TRUE,No,Lose
6/30/1994,Greece,Nigeria,Europe,Africa,0,2,FIFA World Cup,TRUE,No,Lose
7/1/1994,Botswana,Namibia,Africa,Africa,0,1,Friendly,FALSE,No,Lose
7/2/1994,Germany,Belgium,Europe,Europe,3,2,FIFA World Cup,TRUE,No,Win
7/2/1994,Spain,Switzerland,Europe,Europe,3,0,FIFA World Cup,TRUE,No,Win
7/3/1994,Romania,Argentina,Europe,South America,3,2,FIFA World Cup,TRUE,No,Win
7/3/1994,Saudi Arabia,Sweden,Asia,Europe,1,3,FIFA World Cup,TRUE,No,Lose
7/4/1994,Netherlands,Republic of Ireland,Europe,Europe,2,0,FIFA World Cup,TRUE,No,Win
7/4/1994,USA,Brazil,North America,South America,0,1,FIFA World Cup,FALSE,No,Lose
7/5/1994,Mexico,Bulgaria,North America,Europe,1,1,FIFA World Cup,TRUE,Yes,Lose
7/5/1994,Nigeria,Italy,Africa,Europe,1,2,FIFA World Cup,TRUE,No,Lose
7/6/1994,Solomon Islands,Vanuatu,Oceania,Oceania,4,0,Oceania Nations Cup qualification,FALSE,No,Win
7/7/1994,Solomon Islands,Fiji,Oceania,Oceania,1,0,Oceania Nations Cup qualification,FALSE,No,Win
7/8/1994,Japan,Ghana,Asia,Africa,3,2,Friendly,FALSE,No,Win
7/8/1994,Vanuatu,Fiji,Oceania,Oceania,2,4,Oceania Nations Cup qualification,TRUE,No,Lose
7/9/1994,Italy,Spain,Europe,Europe,2,1,FIFA World Cup,TRUE,No,Win
7/9/1994,Netherlands,Brazil,Europe,South America,2,3,FIFA World Cup,TRUE,No,Lose
7/10/1994,Bulgaria,Germany,Europe,Europe,2,1,FIFA World Cup,TRUE,No,Win
7/10/1994,Romania,Sweden,Europe,Europe,2,2,FIFA World Cup,TRUE,Yes,Lose
7/13/1994,Bulgaria,Italy,Europe,Europe,1,2,FIFA World Cup,TRUE,No,Lose
7/13/1994,Sweden,Brazil,Europe,South America,0,1,FIFA World Cup,TRUE,No,Lose
7/14/1994,Japan,Ghana,Asia,Africa,2,1,Friendly,FALSE,No,Win
7/16/1994,Armenia,Malta,Europe,Europe,1,0,Friendly,FALSE,No,Win
7/16/1994,Sweden,Bulgaria,Europe,Europe,4,0,FIFA World Cup,TRUE,No,Win
7/17/1994,Brazil,Italy,South America,Europe,0,0,FIFA World Cup,TRUE,Yes,Win
7/19/1994,Georgia,Malta,Europe,Europe,1,1,Friendly,FALSE,No,Draw
7/29/1994,Lithuania,Estonia,Europe,Europe,3,0,Baltic Cup,FALSE,No,Win
7/30/1994,Estonia,Latvia,Europe,Europe,0,2,Baltic Cup,TRUE,No,Lose
7/31/1994,Lithuania,Latvia,Europe,Europe,1,0,Baltic Cup,FALSE,No,Win
8/8/1994,Côte d'Ivoire,Mali,Africa,Africa,2,1,Friendly,FALSE,No,Win
8/12/1994,Myanmar,Thailand,Asia,Asia,2,2,Friendly,TRUE,No,Draw
8/16/1994,Iceland,Estonia,Europe,Europe,4,0,Friendly,FALSE,No,Win
8/16/1994,Niger,Togo,Africa,Africa,3,2,Friendly,FALSE,No,Win
8/16/1994,Slovakia,Malta,Europe,Europe,1,1,Friendly,FALSE,No,Draw
8/17/1994,Austria,Russia,Europe,Europe,0,3,Friendly,FALSE,No,Lose
8/17/1994,Denmark,Finland,Europe,Europe,2,1,Friendly,FALSE,No,Win
8/17/1994,France,Czech Republic,Europe,Europe,2,2,Friendly,FALSE,No,Draw
8/17/1994,Israel,Croatia,Europe,Europe,0,4,Friendly,FALSE,No,Lose
8/17/1994,Peru,Ecuador,South America,South America,2,0,Friendly,FALSE,No,Win
8/17/1994,Poland,Belarus,Europe,Europe,1,1,Friendly,FALSE,No,Draw
8/17/1994,Sweden,Lithuania,Europe,Europe,4,2,Friendly,FALSE,No,Win
8/19/1994,Egypt,Mali,Africa,Africa,2,1,Friendly,FALSE,No,Win
8/21/1994,Egypt,Mali,Africa,Africa,0,1,Friendly,FALSE,No,Lose
8/23/1994,Burkina Faso,Niger,Africa,Africa,0,0,Friendly,FALSE,No,Draw
8/23/1994,Egypt,Ghana,Africa,Africa,2,0,Friendly,FALSE,No,Win
8/25/1994,Ghana,Zambia,Africa,Africa,1,0,Friendly,TRUE,No,Win
8/25/1994,Namibia,Botswana,Africa,Africa,2,3,Friendly,FALSE,No,Lose
8/26/1994,Ukraine,United Arab Emirates,Europe,Asia,1,1,Friendly,TRUE,No,Draw
8/27/1994,Egypt,Zambia,Africa,Africa,0,4,Friendly,FALSE,No,Lose
8/30/1994,Iceland,United Arab Emirates,Europe,Asia,1,0,Friendly,FALSE,No,Win
8/31/1994,North Macedonia,Turkey,Europe,Europe,0,2,Friendly,FALSE,No,Lose
9/2/1994,Solomon Islands,Fiji,Oceania,Oceania,1,0,Friendly,FALSE,No,Win
9/3/1994,Tanzania,Uganda,Africa,Africa,4,0,African Cup of Nations qualification,FALSE,No,Win
9/4/1994,Angola,Namibia,Africa,Africa,2,0,African Cup of Nations qualification,FALSE,No,Win
9/4/1994,Botswana,Guinea,Africa,Africa,0,1,African Cup of Nations qualification,FALSE,No,Lose
9/4/1994,Burkina Faso,Morocco,Africa,Africa,2,1,African Cup of Nations qualification,FALSE,No,Win
9/4/1994,Congo,Gambia,Africa,Africa,1,1,African Cup of Nations qualification,FALSE,No,Draw
9/4/1994,Estonia,Croatia,Europe,Europe,0,2,UEFA Euro qualification,FALSE,No,Lose
9/4/1994,Ethiopia,Algeria,Africa,Africa,0,0,African Cup of Nations qualification,FALSE,No,Draw
9/4/1994,Guinea-Bissau,Tunisia,Africa,Africa,1,3,African Cup of Nations qualification,FALSE,No,Lose
9/4/1994,Israel,Poland,Europe,Europe,2,1,UEFA Euro qualification,FALSE,No,Win
9/4/1994,Liberia,Togo,Africa,Africa,1,0,African Cup of Nations qualification,FALSE,No,Win
9/4/1994,Madagascar,South Africa,Africa,Africa,0,1,African Cup of Nations qualification,FALSE,No,Lose
9/4/1994,Mali,Mozambique,Africa,Africa,2,1,African Cup of Nations qualification,FALSE,No,Win
9/4/1994,Sudan,Egypt,Africa,Africa,0,0,African Cup of Nations qualification,FALSE,No,Draw
9/6/1994,Czech Republic,Malta,Europe,Europe,6,1,UEFA Euro qualification,FALSE,No,Win
9/6/1994,Liberia,Togo,Africa,Africa,1,1,Friendly,FALSE,No,Draw
9/6/1994,Switzerland,United Arab Emirates,Europe,Asia,1,0,Friendly,FALSE,No,Win
9/7/1994,Belgium,Armenia,Europe,Europe,2,0,UEFA Euro qualification,FALSE,No,Win
9/7/1994,Cyprus,Spain,Europe,Europe,1,2,UEFA Euro qualification,FALSE,No,Lose
9/7/1994,England,USA,Europe,North America,2,0,Friendly,FALSE,No,Win
9/7/1994,Faroe Islands,Greece,Europe,Europe,1,5,UEFA Euro qualification,FALSE,No,Lose
9/7/1994,Finland,Scotland,Europe,Europe,0,2,UEFA Euro qualification,FALSE,No,Lose
9/7/1994,Georgia,Moldova,Europe,Europe,0,1,UEFA Euro qualification,FALSE,No,Lose
9/7/1994,Hungary,Turkey,Europe,Europe,2,2,UEFA Euro qualification,FALSE,No,Draw
9/7/1994,Iceland,Sweden,Europe,Europe,0,1,UEFA Euro qualification,FALSE,No,Lose
9/7/1994,Latvia,Republic of Ireland,Europe,Europe,0,3,UEFA Euro qualification,FALSE,No,Lose
9/7/1994,Liechtenstein,Austria,Europe,Europe,0,4,UEFA Euro qualification,FALSE,No,Lose
9/7/1994,Luxembourg,Netherlands,Europe,Europe,0,4,UEFA Euro qualification,FALSE,No,Lose
9/7/1994,North Macedonia,Denmark,Europe,Europe,1,1,UEFA Euro qualification,FALSE,No,Draw
9/7/1994,Northern Ireland,Portugal,Europe,Europe,1,2,UEFA Euro qualification,FALSE,No,Lose
9/7/1994,Norway,Belarus,Europe,Europe,1,0,UEFA Euro qualification,FALSE,No,Win
9/7/1994,Romania,Azerbaijan,Europe,Europe,3,0,UEFA Euro qualification,FALSE,No,Win
9/7/1994,Russia,Germany,Europe,Europe,0,1,Friendly,FALSE,No,Lose
9/7/1994,Slovakia,France,Europe,Europe,0,0,UEFA Euro qualification,FALSE,No,Draw
9/7/1994,Slovenia,Italy,Europe,Europe,1,1,UEFA Euro qualification,FALSE,No,Draw
9/7/1994,Ukraine,Lithuania,Europe,Europe,0,2,UEFA Euro qualification,FALSE,No,Lose
9/7/1994,Wales,Albania,Europe,Europe,2,0,UEFA Euro qualification,FALSE,No,Win
9/10/1994,Qatar,Oman,Asia,Asia,0,2,Friendly,FALSE,No,Lose
9/11/1994,Korea Republic,Ukraine,Asia,Europe,1,0,Friendly,FALSE,No,Win
9/12/1994,Bangladesh,India,Asia,Asia,2,4,Friendly,TRUE,No,Lose
9/13/1994,Korea Republic,Ukraine,Asia,Europe,2,0,Friendly,FALSE,No,Win
9/14/1994,India,Yemen,Asia,Asia,0,1,Friendly,TRUE,No,Lose
9/14/1994,Oman,Sudan,Asia,Africa,1,1,Friendly,TRUE,No,Draw
9/16/1994,India,Oman,Asia,Asia,1,4,Friendly,TRUE,No,Lose
9/16/1994,Qatar,Yemen,Asia,Asia,2,0,Friendly,FALSE,No,Win
9/18/1994,India,Yemen,Asia,Asia,0,2,Friendly,TRUE,No,Lose
9/19/1994,Korea Republic,United Arab Emirates,Asia,Asia,0,0,Friendly,FALSE,No,Draw
9/21/1994,Chile,Bolivia,South America,South America,1,2,Friendly,FALSE,No,Lose
9/21/1994,Ecuador,Peru,South America,South America,0,0,Friendly,FALSE,No,Draw
9/22/1994,Malaysia,Kuwait,Asia,Asia,0,2,Friendly,FALSE,No,Lose
9/24/1994,Australia,Kuwait,Oceania,Asia,0,0,Friendly,TRUE,No,Draw
9/25/1994,Zambia,Ghana,Africa,Africa,3,0,Friendly,FALSE,No,Win
9/27/1994,Japan,Australia,Asia,Oceania,0,0,Friendly,FALSE,No,Draw
10/8/1994,Armenia,Cyprus,Europe,Europe,0,0,UEFA Euro qualification,FALSE,No,Draw
10/8/1994,Estonia,Italy,Europe,Europe,0,2,UEFA Euro qualification,FALSE,No,Lose
10/8/1994,France,Romania,Europe,Europe,0,0,UEFA Euro qualification,FALSE,No,Draw
10/9/1994,Croatia,Lithuania,Europe,Europe,2,0,UEFA Euro qualification,FALSE,No,Win
10/9/1994,Latvia,Portugal,Europe,Europe,1,3,UEFA Euro qualification,FALSE,No,Lose
10/9/1994,Senegal,Niger,Africa,Africa,3,1,Friendly,FALSE,No,Win
10/9/1994,Zambia,Malawi,Africa,Africa,2,1,Friendly,FALSE,No,Win
10/12/1994,Austria,Northern Ireland,Europe,Europe,1,2,UEFA Euro qualification,FALSE,No,Lose
10/12/1994,Belarus,Luxembourg,Europe,Europe,2,0,UEFA Euro qualification,FALSE,No,Win
10/12/1994,Bulgaria,Georgia,Europe,Europe,2,0,UEFA Euro qualification,FALSE,No,Win
10/12/1994,Denmark,Belgium,Europe,Europe,3,1,UEFA Euro qualification,FALSE,No,Win
10/12/1994,England,Romania,Europe,Europe,1,1,Friendly,FALSE,No,Draw
10/12/1994,Greece,Finland,Europe,Europe,4,0,UEFA Euro qualification,FALSE,No,Win
10/12/1994,Hungary,Germany,Europe,Europe,0,0,Friendly,FALSE,No,Draw
10/12/1994,Republic of Ireland,Liechtenstein,Europe,Europe,4,0,UEFA Euro qualification,FALSE,No,Win
10/12/1994,Israel,Slovakia,Europe,Europe,2,2,UEFA Euro qualification,FALSE,No,Draw
10/12/1994,North Macedonia,Spain,Europe,Europe,0,2,UEFA Euro qualification,FALSE,No,Lose
10/12/1994,Malta,Czech Republic,Europe,Europe,0,0,UEFA Euro qualification,FALSE,No,Draw
10/12/1994,Moldova,Wales,Europe,Europe,3,2,UEFA Euro qualification,FALSE,No,Win
10/12/1994,Norway,Netherlands,Europe,Europe,1,1,UEFA Euro qualification,FALSE,No,Draw
10/12/1994,Poland,Azerbaijan,Europe,Europe,1,0,UEFA Euro qualification,FALSE,No,Win
10/12/1994,Russia,San Marino,Europe,Europe,4,0,UEFA Euro qualification,FALSE,No,Win
10/12/1994,Scotland,Faroe Islands,Europe,Europe,5,1,UEFA Euro qualification,FALSE,No,Win
10/12/1994,Switzerland,Sweden,Europe,Europe,4,2,UEFA Euro qualification,FALSE,No,Win
10/12/1994,Turkey,Iceland,Europe,Europe,5,0,UEFA Euro qualification,FALSE,No,Win
10/12/1994,Ukraine,Slovenia,Europe,Europe,0,0,UEFA Euro qualification,FALSE,No,Draw
10/14/1994,Algeria,Sudan,Africa,Africa,1,1,African Cup of Nations qualification,FALSE,No,Draw
10/14/1994,Egypt,Tanzania,Africa,Africa,5,1,African Cup of Nations qualification,FALSE,No,Win
10/14/1994,Mauritania,Guinea-Bissau,Africa,Africa,1,1,African Cup of Nations qualification,FALSE,No,Draw
10/15/1994,Malawi,Zimbabwe,Africa,Africa,3,1,African Cup of Nations qualification,FALSE,No,Win
10/15/1994,Namibia,Mali,Africa,Africa,2,1,African Cup of Nations qualification,FALSE,No,Win
10/15/1994,Uganda,Ethiopia,Africa,Africa,4,1,African Cup of Nations qualification,FALSE,No,Win
10/16/1994,Guinea,Angola,Africa,Africa,3,1,African Cup of Nations qualification,FALSE,No,Win
10/16/1994,Mozambique,Botswana,Africa,Africa,3,1,African Cup of Nations qualification,FALSE,No,Win
10/16/1994,Niger,Ghana,Africa,Africa,1,5,African Cup of Nations qualification,FALSE,No,Lose
10/16/1994,Togo,Senegal,Africa,Africa,2,0,African Cup of Nations qualification,FALSE,No,Win
10/19/1994,Peru,Uruguay,South America,South America,0,1,Friendly,FALSE,No,Lose
10/19/1994,Saudi Arabia,USA,Asia,North America,2,1,Friendly,FALSE,No,Win
10/23/1994,Oman,Senegal,Asia,Africa,0,1,Friendly,FALSE,No,Lose
10/25/1994,Oman,Senegal,Asia,Africa,2,1,Friendly,FALSE,No,Win
10/26/1994,Estonia,Finland,Europe,Europe,0,7,Friendly,FALSE,No,Lose
10/26/1994,Saudi Arabia,Trinidad and Tobago,Asia,South America,1,0,Friendly,FALSE,No,Win
10/28/1994,United Arab Emirates,Senegal,Asia,Africa,3,2,Friendly,FALSE,No,Win
10/29/1994,Kuwait,Iceland,Asia,Europe,0,1,Friendly,TRUE,No,Lose
11/3/1994,United Arab Emirates,Qatar,Asia,Asia,2,0,Gulf Cup,FALSE,No,Win
11/4/1994,Bahrain,Kuwait,Asia,Asia,2,1,Gulf Cup,TRUE,No,Win
11/4/1994,Oman,Saudi Arabia,Asia,Asia,1,2,Gulf Cup,TRUE,No,Lose
